accuracy,loss,val_accuracy,val_loss,task_id,epoch
0.819584012,0.499287516,0.786915898,0.595669925,A_192,27
0.82262212,0.495949477,0.78878504,0.595744491,A_192,28
0.825738072,0.485341489,0.789719641,0.594993532,A_192,29
0.59531045,1.127342224,0.661448598,0.883599162,A_256,1
0.662226379,0.906325638,0.710981309,0.766419351,A_256,2
0.69276309,0.818413317,0.737383187,0.71586448,A_256,3
0.708498895,0.77977103,0.749065399,0.68279618,A_256,4
0.723611414,0.737816453,0.753971934,0.666840911,A_256,5
0.731011927,0.728915393,0.758878529,0.654270709,A_256,6
0.740671515,0.701809525,0.761682272,0.641731739,A_256,7
0.743709564,0.695366442,0.767990649,0.631721437,A_256,8
0.749785781,0.678692102,0.767990649,0.62753433,A_256,9
0.755472481,0.665381551,0.775233626,0.617471397,A_256,10
0.761626542,0.652803481,0.77897197,0.613053203,A_256,11
0.758666337,0.652046502,0.780140162,0.606493592,A_256,12
0.768170118,0.629725575,0.77897197,0.609179974,A_256,13
0.769338608,0.625715494,0.784112155,0.602061391,A_256,14
0.776271701,0.617398977,0.782476664,0.602438271,A_256,15
0.776894927,0.612589419,0.785747647,0.595053792,A_256,16
0.778998196,0.59756279,0.787149549,0.596769691,A_256,17
0.783750117,0.589652002,0.78878504,0.592941821,A_256,18
0.785619676,0.576813877,0.790420532,0.586651802,A_256,19
0.794734001,0.572399974,0.789953291,0.586337566,A_256,20
0.795746684,0.564148962,0.791588783,0.587067306,A_256,21
0.794889748,0.560224831,0.790887833,0.588584542,A_256,22
0.801978648,0.55208981,0.78855139,0.589457154,A_256,23
0.799174249,0.547824502,0.793925226,0.584656596,A_256,24
0.802368164,0.538719058,0.789485991,0.588322401,A_256,25
0.806029439,0.530986965,0.793224275,0.58816117,A_256,26
0.802835524,0.532318354,0.794626176,0.584355414,A_256,27
0.808210611,0.521737695,0.793691576,0.588924885,A_256,28
0.812573016,0.511243522,0.78831774,0.59639287,A_256,29
0.814520538,0.506404996,0.789018691,0.588794112,A_256,30
0.819661915,0.499941319,0.791822433,0.58705467,A_256,31
0.820596695,0.488532156,0.792523384,0.594222784,A_256,32
0.822466314,0.487234086,0.796261668,0.592639804,A_256,33
0.825893879,0.478774309,0.796261668,0.590665758,A_256,34
0.638778508,1.005356431,0.709813058,0.756595373,B_0.0025,1
0.696034908,0.809773386,0.747196257,0.682306647,B_0.0025,2
0.718625844,0.748488009,0.758177578,0.654273808,B_0.0025,3
0.734906912,0.718614817,0.765654206,0.635335207,B_0.0025,4
0.74433279,0.696799636,0.772429883,0.625504136,B_0.0025,5
0.752200663,0.667585135,0.772897184,0.617471755,B_0.0025,6
0.761938155,0.654906988,0.777803719,0.61191678,B_0.0025,7
0.762093961,0.64249897,0.777102828,0.609534621,B_0.0025,8
0.771597743,0.626924217,0.773831785,0.612896562,B_0.0025,9
0.772688329,0.61981535,0.774299085,0.607349455,B_0.0025,10
0.780789912,0.60686022,0.776168227,0.603551865,B_0.0025,11
0.784840703,0.588540137,0.780841112,0.596138358,B_0.0025,12
0.790527403,0.586979151,0.786214948,0.593421817,B_0.0025,13
0.787177682,0.575685978,0.781308413,0.594849408,B_0.0025,14
0.797694147,0.563399136,0.784345806,0.594017625,B_0.0025,15
0.798628986,0.553774059,0.782943904,0.596561253,B_0.0025,16
0.80439353,0.545382977,0.782710254,0.5932917,B_0.0025,17
0.805951536,0.532797813,0.78831774,0.594477773,B_0.0025,18
0.810625553,0.52593708,0.785046756,0.597501218,B_0.0025,19
0.821453631,0.506574869,0.789719641,0.590593636,B_0.0025,20
0.817792296,0.500632346,0.78831774,0.598397434,B_0.0025,21
0.818960845,0.499827653,0.787383199,0.598188519,B_0.0025,22
0.821064115,0.486129433,0.786682248,0.60149622,B_0.0025,23
0.827373981,0.478828996,0.785513997,0.603445947,B_0.0025,24
0.829788864,0.471484512,0.787149549,0.608298063,B_0.0025,25
0.834462881,0.457318366,0.789018691,0.603537023,B_0.0025,26
0.838903189,0.450254917,0.783177555,0.61133492,B_0.0025,27
0.605203688,1.106876135,0.688785076,0.824763358,B_0.005,1
0.676793635,0.859209359,0.7308411,0.725331187,B_0.005,2
0.704681754,0.789410472,0.749299049,0.679819405,B_0.005,3
0.725091517,0.745600343,0.757476628,0.658266544,B_0.005,4
0.7317909,0.727786064,0.761682272,0.646097183,B_0.005,5
0.744955957,0.698807538,0.766355157,0.631671667,B_0.005,6
0.748071969,0.691409945,0.76892525,0.623242736,B_0.005,7
0.755160868,0.669762909,0.769626141,0.61722666,B_0.005,8
0.759756982,0.655941546,0.773130834,0.609769583,B_0.005,9
0.760380149,0.648833811,0.775700927,0.604032159,B_0.005,10
0.766066849,0.63599962,0.778271019,0.598957837,B_0.005,11
0.771441936,0.630845606,0.780140162,0.598243654,B_0.005,12
0.775336921,0.618944108,0.783878505,0.593643367,B_0.005,13
0.776115894,0.614436448,0.783177555,0.593298674,B_0.005,14
0.782815278,0.598080516,0.786915898,0.589507222,B_0.005,15
0.788268268,0.59076637,0.787149549,0.589082539,B_0.005,16
0.787800908,0.580171764,0.790654182,0.586917758,B_0.005,17
0.795123458,0.569980264,0.786915898,0.583417654,B_0.005,18
0.794967651,0.566667557,0.787383199,0.583292902,B_0.005,19
0.799719572,0.551580548,0.790654182,0.582653642,B_0.005,20
0.803536654,0.548036098,0.78831774,0.586194873,B_0.005,21
0.80486095,0.53835392,0.790887833,0.582121491,B_0.005,22
0.806808472,0.536882758,0.789719641,0.581039608,B_0.005,23
0.812495112,0.524652898,0.790186942,0.583619535,B_0.005,24
0.815221608,0.516010642,0.78831774,0.58639586,B_0.005,25
0.815143704,0.508504689,0.787149549,0.591144681,B_0.005,26
0.821531534,0.500228703,0.789252341,0.586151183,B_0.005,27
0.820830405,0.495919526,0.791355133,0.588572383,B_0.005,28
0.827841401,0.488694489,0.790887833,0.592692196,B_0.005,29
0.828698277,0.47099331,0.790654182,0.589872956,B_0.005,30
0.587520421,1.160321116,0.662383199,0.886756241,B_0.0075,1
0.660200953,0.906656444,0.709345818,0.765157282,B_0.0075,2
0.690192401,0.821675658,0.734813094,0.709588647,B_0.0075,3
0.71309495,0.776674867,0.749065399,0.67991513,B_0.0075,4
0.72540313,0.745168328,0.755607486,0.662751794,B_0.0075,5
0.732414126,0.726248085,0.760747671,0.64909941,B_0.0075,6
0.7388798,0.714245319,0.764252365,0.637007892,B_0.0075,7
0.744021177,0.691512406,0.764953256,0.628775775,B_0.0075,8
0.750798464,0.681100905,0.767056048,0.622052431,B_0.0075,9
0.749629974,0.671768844,0.769626141,0.6171121,B_0.0075,10
0.758198977,0.662681818,0.776869178,0.611789823,B_0.0075,11
0.763262451,0.645174026,0.77850467,0.605540633,B_0.0075,12
0.767079532,0.632947803,0.780373812,0.600424409,B_0.0075,13
0.773545206,0.62427628,0.779906571,0.598620653,B_0.0075,14
0.779777229,0.616728783,0.783644855,0.594061792,B_0.0075,15
0.776505411,0.614269793,0.783878505,0.590864122,B_0.0075,16
0.778297126,0.605120897,0.781542063,0.59480083,B_0.0075,17
0.782737374,0.595210969,0.785981297,0.587491035,B_0.0075,18
0.786320806,0.585931599,0.785513997,0.588305175,B_0.0075,19
0.787956715,0.580545902,0.786448598,0.586293817,B_0.0075,20
0.790994763,0.575779438,0.78808409,0.5880422,B_0.0075,21
0.794578195,0.568682015,0.78831774,0.582174659,B_0.0075,22
0.795123458,0.564328372,0.790186942,0.58034277,B_0.0075,23
0.801589131,0.552503824,0.78831774,0.58341217,B_0.0075,24
0.803848267,0.54643786,0.787616849,0.582975149,B_0.0075,25
0.804315627,0.53941083,0.78785044,0.589081943,B_0.0075,26
0.805250466,0.527448714,0.791121483,0.580589294,B_0.0075,27
0.812261403,0.521293998,0.784813106,0.586715519,B_0.0075,28
0.810391843,0.518171549,0.790186942,0.586423516,B_0.0075,29
0.814832151,0.512193561,0.791355133,0.582939208,B_0.0075,30
0.575290203,1.184058785,0.635046721,0.921020269,B_0.01,1
0.654436409,0.936467946,0.704906523,0.787447333,B_0.01,2
0.682246625,0.848442316,0.729672909,0.726928532,B_0.01,3
0.704370201,0.7974509,0.747663558,0.692308247,B_0.01,4
0.713406563,0.767021894,0.751401842,0.673993886,B_0.01,5
0.722676635,0.746770203,0.755140185,0.659684181,B_0.01,6
0.728051722,0.730986476,0.760981321,0.646624565,B_0.01,7
0.737633407,0.711739361,0.764485955,0.637631834,B_0.01,8
0.744955957,0.697462499,0.765186906,0.630862832,B_0.01,9
0.746436059,0.688034892,0.771261692,0.622583807,B_0.01,10
0.750408947,0.67982465,0.771962643,0.61830622,B_0.01,11
0.753836572,0.665204704,0.774999976,0.613437295,B_0.01,12
0.763262451,0.654090643,0.774065435,0.609905601,B_0.01,13
0.761003375,0.650895,0.777102828,0.603774071,B_0.01,14
0.76513207,0.638648868,0.77873832,0.601557374,B_0.01,15
0.769416511,0.631198823,0.780841112,0.59737128,B_0.01,16
0.773778915,0.621284008,0.783644855,0.595129311,B_0.01,17
0.772532523,0.618384659,0.784345806,0.592463851,B_0.01,18
0.77790761,0.609157145,0.784112155,0.593024194,B_0.01,19
0.778297126,0.610153615,0.785046756,0.592306912,B_0.01,20
0.785230219,0.593404889,0.785747647,0.589692056,B_0.01,21
0.785385966,0.587489426,0.785981297,0.587328017,B_0.01,22
0.786164999,0.584861219,0.787149549,0.586432457,B_0.01,23
0.791306376,0.57874161,0.787383199,0.586423635,B_0.01,24
0.791306376,0.576910436,0.789719641,0.585278809,B_0.01,25
0.799018443,0.558580637,0.786915898,0.5888381,B_0.01,26
0.79707098,0.560515285,0.792056084,0.581695735,B_0.01,27
0.800654352,0.547372818,0.790654182,0.581430733,B_0.01,28
0.799563766,0.547515333,0.789485991,0.578208148,B_0.01,29
0.806029439,0.542876363,0.792757034,0.580792189,B_0.01,30
0.805795729,0.539012909,0.787149549,0.583856702,B_0.01,31
0.808678031,0.532467544,0.791355133,0.58449018,B_0.01,32
0.813352048,0.520383537,0.793925226,0.58054924,B_0.01,33
0.812650919,0.520488441,0.792990625,0.578087091,B_0.01,34
0.811404526,0.514811218,0.791121483,0.578356206,B_0.01,35
0.818649232,0.506133199,0.795327127,0.579807162,B_0.01,36
0.818571329,0.508841276,0.792523384,0.582229137,B_0.01,37
0.819817722,0.49742502,0.789719641,0.584204137,B_0.01,38
0.82285583,0.486649424,0.793457925,0.583824933,B_0.01,39
0.826750815,0.483014792,0.792289734,0.583707154,B_0.01,40
0.828153014,0.478675723,0.793457925,0.58380419,B_0.01,41
0.595699906,1.158690572,0.667757034,0.877658248,C_convnext_tiny-C,1
0.654436409,0.923154116,0.701168239,0.793170691,C_convnext_tiny-C,2
0.681078136,0.847227871,0.715186894,0.75776732,C_convnext_tiny-C,3
0.693386316,0.806769371,0.725233674,0.735360324,C_convnext_tiny-C,4
0.704526007,0.786209226,0.7308411,0.719886124,C_convnext_tiny-C,5
0.712783337,0.763589621,0.738785028,0.706802368,C_convnext_tiny-C,6
0.719171166,0.744014084,0.740887821,0.69293052,C_convnext_tiny-C,7
0.727116942,0.726694882,0.745327115,0.683059275,C_convnext_tiny-C,8
0.732414126,0.715048194,0.751869142,0.673960388,C_convnext_tiny-C,9
0.739892483,0.698243618,0.753037393,0.666391611,C_convnext_tiny-C,10
0.742385268,0.687985659,0.756542027,0.658441186,C_convnext_tiny-C,11
0.75212276,0.676303983,0.760747671,0.65383476,C_convnext_tiny-C,12
0.7516554,0.664165914,0.762383163,0.647948742,C_convnext_tiny-C,13
0.75851053,0.654793322,0.764953256,0.643653512,C_convnext_tiny-C,14
0.765833139,0.641019583,0.765887856,0.641086102,C_convnext_tiny-C,15
0.766456366,0.630408227,0.766355157,0.632175505,C_convnext_tiny-C,16
0.770039737,0.622882843,0.768224299,0.631554127,C_convnext_tiny-C,17
0.773389399,0.613235772,0.767756999,0.62855655,C_convnext_tiny-C,18
0.774947405,0.607189476,0.7691589,0.62766552,C_convnext_tiny-C,19
0.780712008,0.594904244,0.770794392,0.622201324,C_convnext_tiny-C,20
0.786710262,0.587288857,0.771962643,0.620977163,C_convnext_tiny-C,21
0.7904495,0.576637566,0.774299085,0.614566565,C_convnext_tiny-C,22
0.791851699,0.572152317,0.773598135,0.61324507,C_convnext_tiny-C,23
0.795512974,0.561854243,0.770093441,0.615382314,C_convnext_tiny-C,24
0.796291947,0.555451274,0.775233626,0.612030864,C_convnext_tiny-C,25
0.803614557,0.544127166,0.777102828,0.611101985,C_convnext_tiny-C,26
0.80392617,0.538402557,0.772429883,0.616657734,C_convnext_tiny-C,27
0.809924424,0.52666837,0.777803719,0.604542434,C_convnext_tiny-C,28
0.812728822,0.52208209,0.777570069,0.61287725,C_convnext_tiny-C,29
0.814910054,0.509572327,0.776168227,0.608077943,C_convnext_tiny-C,30
0.8235569,0.497434705,0.780607462,0.606870472,C_convnext_tiny-C,31
0.822777927,0.492757946,0.77943927,0.60658145,C_convnext_tiny-C,32
0.822310507,0.489207894,0.780607462,0.601679325,C_convnext_tiny-C,33
0.826906621,0.47891748,0.777336478,0.616213739,C_convnext_tiny-C,34
0.828776181,0.470103353,0.789252341,0.601429582,C_convnext_tiny-C,35
0.833606005,0.460197121,0.782243013,0.606330574,C_convnext_tiny-C,36
0.838357866,0.451880008,0.783878505,0.60866797,C_convnext_tiny-C,37
0.837423086,0.450297683,0.781074762,0.609297514,C_convnext_tiny-C,38
0.841707587,0.437405169,0.782476664,0.610641003,C_convnext_tiny-C,39
0.847160578,0.427820504,0.783177555,0.612918794,C_convnext_tiny-C,40
0.846848965,0.424874693,0.782243013,0.614158154,C_convnext_tiny-C,41
0.849964917,0.42016992,0.787616849,0.612089992,C_convnext_tiny-C,42
0.601854026,1.124295831,0.689252317,0.821462452,C_convnext_base-C,1
0.67266494,0.86400646,0.73107475,0.713262558,C_convnext_base-C,2
0.709511578,0.769904256,0.760514021,0.651503086,C_convnext_base-C,3
0.733738422,0.711575687,0.780373812,0.608883083,C_convnext_base-C,4
0.746903479,0.673576474,0.786915898,0.585523546,C_convnext_base-C,5
0.763496161,0.64379859,0.793457925,0.563278854,C_convnext_base-C,6
0.777284384,0.616161346,0.796495318,0.54795599,C_convnext_base-C,7
0.780712008,0.595647454,0.801869154,0.538039029,C_convnext_base-C,8
0.792474866,0.574044704,0.811214924,0.519978821,C_convnext_base-C,9
0.799641669,0.55286938,0.815420568,0.51101017,C_convnext_base-C,10
0.805795729,0.540575325,0.81705606,0.502251387,C_convnext_base-C,11
0.806808472,0.532604575,0.818691611,0.495394677,C_convnext_base-C,12
0.815377414,0.516492367,0.825467288,0.491924673,C_convnext_base-C,13
0.818727136,0.501451492,0.821261704,0.488662302,C_convnext_base-C,14
0.818415523,0.501039624,0.824532688,0.485255688,C_convnext_base-C,15
0.826127589,0.483684301,0.821261704,0.479855955,C_convnext_base-C,16
0.828153014,0.476206839,0.827336431,0.478401691,C_convnext_base-C,17
0.834073365,0.46169439,0.828738332,0.471520722,C_convnext_base-C,18
0.8363325,0.460441232,0.833411217,0.47056675,C_convnext_base-C,19
0.837111473,0.45317781,0.830140173,0.468680292,C_convnext_base-C,20
0.841707587,0.446004242,0.834112167,0.464692205,C_convnext_base-C,21
0.845602572,0.433441252,0.834112167,0.463991165,C_convnext_base-C,22
0.846147835,0.427982777,0.833878517,0.462335706,C_convnext_base-C,23
0.848017454,0.419796944,0.832476616,0.463782132,C_convnext_base-C,24
0.85027653,0.417773873,0.837850451,0.46324572,C_convnext_base-C,25
0.854872644,0.403488636,0.835981309,0.464267939,C_convnext_base-C,26
0.860169828,0.395832211,0.834813058,0.466570944,C_convnext_base-C,27
0.86281842,0.388296008,0.834813058,0.464724928,C_convnext_base-C,28
0.865544915,0.3826662,0.83714956,0.461518705,C_convnext_base-C,29
0.868816674,0.374006093,0.837850451,0.465400696,C_convnext_base-C,30
0.870764196,0.37169987,0.837850451,0.464021474,C_convnext_base-C,31
0.870997906,0.364258349,0.834813058,0.470891953,C_convnext_base-C,32
0.873179078,0.355390817,0.83668226,0.469198942,C_convnext_base-C,33
0.877541482,0.348834544,0.835747659,0.47284168,C_convnext_base-C,34
0.881436467,0.341597378,0.832710266,0.475733638,C_convnext_base-C,35
0.879177392,0.334946424,0.83668226,0.475737602,C_convnext_base-C,36
0.586975157,1.14958334,0.664018691,0.879835308,C_efficientnetb0-C,1
0.661914766,0.904391766,0.715420544,0.757594883,C_efficientnetb0-C,2
0.690270305,0.821228027,0.736915886,0.702877402,C_efficientnetb0-C,3
0.711459041,0.778216183,0.745327115,0.677967548,C_efficientnetb0-C,4
0.723221958,0.7497859,0.753504694,0.659186006,C_efficientnetb0-C,5
0.730232894,0.725958049,0.760747671,0.647886693,C_efficientnetb0-C,6
0.73841238,0.708877027,0.762850463,0.63759017,C_efficientnetb0-C,7
0.744410694,0.697224796,0.767289698,0.627077699,C_efficientnetb0-C,8
0.749162555,0.680155694,0.769626141,0.623871803,C_efficientnetb0-C,9
0.757965267,0.674268305,0.773130834,0.616109014,C_efficientnetb0-C,10
0.756095648,0.654906094,0.773831785,0.611018658,C_efficientnetb0-C,11
0.769572318,0.644329846,0.775467277,0.605867445,C_efficientnetb0-C,12
0.769883931,0.644193828,0.776168227,0.603973985,C_efficientnetb0-C,13
0.771130323,0.627255142,0.780841112,0.599873066,C_efficientnetb0-C,14
0.774168432,0.619584203,0.77943927,0.599614441,C_efficientnetb0-C,15
0.777518094,0.607115507,0.77897197,0.594635069,C_efficientnetb0-C,16
0.780322492,0.603603065,0.780841112,0.589335918,C_efficientnetb0-C,17
0.783516407,0.600894272,0.781775713,0.592912376,C_efficientnetb0-C,18
0.781101525,0.59100312,0.785981297,0.587033212,C_efficientnetb0-C,19
0.790059984,0.576904535,0.78808409,0.584097743,C_efficientnetb0-C,20
0.789281011,0.575433254,0.789485991,0.588736713,C_efficientnetb0-C,21
0.792630672,0.571786344,0.789252341,0.585929275,C_efficientnetb0-C,22
0.794656098,0.565657377,0.787149549,0.585472643,C_efficientnetb0-C,23
0.798395276,0.55732584,0.790887833,0.582146049,C_efficientnetb0-C,24
0.801121771,0.553295553,0.792523384,0.584618032,C_efficientnetb0-C,25
0.803848267,0.54125154,0.790887833,0.582742333,C_efficientnetb0-C,26
0.812261403,0.53229785,0.790654182,0.584898174,C_efficientnetb0-C,27
0.808911741,0.530755103,0.790887833,0.584427953,C_efficientnetb0-C,28
0.810002327,0.51957196,0.793224275,0.582296252,C_efficientnetb0-C,29
0.820285141,0.51189357,0.795327127,0.584483743,C_efficientnetb0-C,30
0.818960845,0.504945397,0.792056084,0.587701619,C_efficientnetb0-C,31
0.599439144,1.135900974,0.664485991,0.886979461,C_efficientnetv2-b0-C,1
0.663316965,0.908575177,0.72149533,0.759223461,C_efficientnetv2-b0-C,2
0.690192401,0.82609731,0.739252329,0.713553727,C_efficientnetv2-b0-C,3
0.710680068,0.778621435,0.748364508,0.685820222,C_efficientnetv2-b0-C,4
0.722131312,0.752233803,0.752803743,0.667217731,C_efficientnetv2-b0-C,5
0.730466604,0.725100756,0.753738344,0.654209435,C_efficientnetv2-b0-C,6
0.738723993,0.709923446,0.75957942,0.64184171,C_efficientnetv2-b0-C,7
0.74480021,0.695639014,0.764485955,0.631797075,C_efficientnetv2-b0-C,8
0.747292995,0.67866528,0.767523348,0.624063075,C_efficientnetv2-b0-C,9
0.756796777,0.663980246,0.770794392,0.615520656,C_efficientnetv2-b0-C,10
0.765755236,0.648278475,0.772897184,0.609629571,C_efficientnetv2-b0-C,11
0.763574064,0.644529998,0.774766326,0.603833258,C_efficientnetv2-b0-C,12
0.767624855,0.631719887,0.77873832,0.598538518,C_efficientnetv2-b0-C,13
0.772610426,0.626232326,0.780140162,0.594632506,C_efficientnetv2-b0-C,14
0.772454619,0.616422594,0.784813106,0.588817656,C_efficientnetv2-b0-C,15
0.77744019,0.607204616,0.786214948,0.589049935,C_efficientnetv2-b0-C,16
0.782815278,0.594541967,0.784345806,0.582080662,C_efficientnetv2-b0-C,17
0.781413078,0.593081832,0.789252341,0.579614699,C_efficientnetv2-b0-C,18
0.787800908,0.584005296,0.785747647,0.579425633,C_efficientnetv2-b0-C,19
0.787956715,0.583848953,0.78808409,0.577708721,C_efficientnetv2-b0-C,20
0.788657784,0.575064003,0.789719641,0.575400949,C_efficientnetv2-b0-C,21
0.798395276,0.559432089,0.789485991,0.576513886,C_efficientnetv2-b0-C,22
0.795746684,0.563184321,0.789719641,0.576725841,C_efficientnetv2-b0-C,23
0.79707098,0.552085578,0.793224275,0.569960117,C_efficientnetv2-b0-C,24
0.801511228,0.547352552,0.794626176,0.572277486,C_efficientnetv2-b0-C,25
0.801744938,0.540727317,0.795560777,0.572597146,C_efficientnetv2-b0-C,26
0.808755934,0.532233119,0.793457925,0.571051538,C_efficientnetv2-b0-C,27
0.810859263,0.52814281,0.795093477,0.571301877,C_efficientnetv2-b0-C,28
0.812962532,0.519840181,0.796728969,0.572291791,C_efficientnetv2-b0-C,29
0.812495112,0.519046128,0.795560777,0.569934964,C_efficientnetv2-b0-C,30
0.814987898,0.513469517,0.796495318,0.570033967,C_efficientnetv2-b0-C,31
0.79451853,0.601898134,0.81752336,0.514192104,D_tuned,1
0.599592566,1.174138069,0.736214936,0.83632195,E,1
0.682962954,0.871806979,0.751869142,0.744701862,E,2
0.712518513,0.785607636,0.755373836,0.696845412,E,3
0.731999993,0.729612887,0.770560741,0.644430995,E,4
0.746185184,0.69510895,0.774065435,0.633217335,E,5
0.754851878,0.6748932,0.775934577,0.62236917,E,6
0.767037034,0.639846563,0.777336478,0.616642654,E,7
0.774333358,0.621017635,0.781074762,0.607029855,E,8
0.779592574,0.609989464,0.781308413,0.605139732,E,9
0.786259234,0.589950264,0.783411205,0.595102549,E,10
0.790481508,0.573359311,0.78808409,0.59138763,E,11
0.793666661,0.567707002,0.786915898,0.588566124,E,12
0.799333334,0.547317326,0.789485991,0.585960865,E,13
0.804148138,0.536596477,0.78855139,0.589166164,E,14
0.80903703,0.524202943,0.792289734,0.57737571,E,15
0.813259244,0.514036298,0.790420532,0.584658563,E,16
0.818296313,0.496677011,0.790186942,0.587751389,E,17
0.818333328,0.496480912,0.791588783,0.576444566,E,18
0.824185193,0.483432889,0.791822433,0.579146922,E,19
0.828962982,0.467424214,0.794158876,0.577632189,E,20
0.833259284,0.463429511,0.792056084,0.576289237,E,21
0.834444463,0.45127207,0.797663569,0.577621102,E,22
0.838666677,0.443078637,0.793457925,0.576849759,E,23
0.843074083,0.433976412,0.790654182,0.584926128,E,24
0.846148133,0.424014121,0.794626176,0.584520519,E,25
0.846481502,0.417319655,0.794626176,0.577966511,E,26
0.852259278,0.408195764,0.792757034,0.583235145,E,27
0.858370364,0.398375809,0.791355133,0.588484824,E,28
0.61494118,1.145798683,0.729439259,0.836354077,F,1
0.695995927,0.84431082,0.755607486,0.733968079,F,2
0.721274436,0.75646019,0.767056048,0.663121164,F,3
0.739619851,0.71614486,0.770794392,0.63444221,F,4
0.751850128,0.678499997,0.775233626,0.620367765,F,5
0.760847569,0.655372322,0.77897197,0.610736132,F,6
0.767235339,0.634773433,0.779906571,0.60432142,F,7
0.771208227,0.614786923,0.787616849,0.598353863,F,8
0.779504538,0.598814309,0.779906571,0.593813181,F,9
0.786281824,0.57992059,0.78808409,0.586039066,F,10
0.79329282,0.565366864,0.78855139,0.583656013,F,11
0.792474866,0.561656415,0.792990625,0.58343935,F,12
0.799018443,0.549319386,0.791588783,0.579873025,F,13
0.805562019,0.529775918,0.789719641,0.577582002,F,14
0.807976961,0.523398876,0.790887833,0.573548377,F,15
0.81432575,0.510018051,0.797196269,0.57687664,F,16
0.816273272,0.498950273,0.795794368,0.569786131,F,17
